subject,label,temp_mean,temp_std,temp_max,temp_min,temp_range,temp_deriv,eda_mean,eda_std,eda_max,eda_min,eda_range,eda_deriv,bvp_mean,bvp_std,bvp_max,bvp_min,bvp_range,bvp_deriv
S4,2,32.46783333333334,0.017615491919204394,32.5,32.43,0.07000000000000028,-0.0001673640167363981,2.382522291666667,0.10553162985411021,2.614746,2.213085,0.4016609999999998,5.3523012552301825e-05,-0.002458333333332163,52.40685204283816,165.17,-284.73,449.9,0.23435146443514646
S4,2,32.45316666666666,0.01549103683496416,32.49,32.43,0.060000000000002274,-8.368200836818419e-05,2.4498281916666667,0.1703880661562646,2.896164,2.213085,0.6830790000000002,0.0012684686192468628,0.2768749999999997,68.43528070849891,331.69,-268.36,600.05,-0.3512133891213384
S4,2,32.44233333333333,0.011883695646652172,32.47,32.41,0.060000000000002274,-0.00016736401673642784,2.678944895833333,0.20536572717252907,3.119045,2.262973,0.8560719999999997,0.0023401882845188273,2.1803333333333317,78.46426255981481,331.69,-336.42,668.11,-0.08949790794979003
S4,2,32.422666666666665,0.020483055327651198,32.45,32.37,0.0800000000000054,-0.00016736401673642784,2.7457690458333333,0.14630526206204525,3.119045,2.517833,0.6012119999999999,-0.00018605020920502233,3.2695000000000003,74.43956440574237,193.57,-336.42,529.99,-0.837949790794979
S4,2,32.39916666666666,0.018054700834470108,32.45,32.37,0.0800000000000054,-8.368200836818419e-05,2.6102823375,0.11693193425831226,3.035899,2.384494,0.651405,-0.0027255439330543933,2.376875,85.5362313135066,189.98,-324.73,514.71,0.47665271966527306
S4,2,32.37133333333333,0.02610661899893414,32.43,32.33,0.10000000000000142,-0.0003347280334727962,2.413259533333333,0.15001465573955505,2.714521,2.138893,0.575628,-0.0016604560669456067,2.568541666666666,96.88645555901986,299.33,-324.73,624.06,-0.3085774058577393
S4,2,32.3375,0.02262925834695653,32.39,32.29,0.10000000000000142,-0.0003347280334727962,2.2524089,0.126967764133224,2.672309,2.067259,0.6050499999999999,-0.0005191631799163188,0.7708333333333331,94.40797747086253,304.46,-268.35,572.81,-0.5015899581589954
S4,2,32.30533333333334,0.02175367146534633,32.34,32.27,0.07000000000000028,-0.0002510460251045823,2.193486925,0.11632591764385974,2.672309,2.031442,0.6408669999999996,2.6761506276150912e-05,-0.5266249999999988,99.2450915487816,426.34,-268.35,694.69,-0.83589958158996
S4,2,32.27766666666667,0.019353437822659716,32.31,32.23,0.0800000000000054,-0.0003347280334728259,2.1018434916666666,0.08125717900171404,2.250181,1.961088,0.28909300000000004,-0.0005116359832635987,0.4991250000000008,112.48411514365503,426.34,-286.22,712.56,-0.8105020920502102
S4,2,32.251666666666665,0.02332142553295031,32.31,32.21,0.10000000000000142,-0.00016736401673642784,2.092227275,0.08898968274997411,2.388852,1.961088,0.42776400000000003,0.0007193723849372391,2.5837916666666674,114.19545647064918,302.34,-298.94,601.28,0.03242677824267735
S4,2,32.21966666666666,0.024046251729161812,32.27,32.16,0.11000000000000654,-8.368200836818419e-05,2.15671915,0.07413706305251443,2.388852,2.039637,0.34921500000000005,-0.00028366527196652705,2.6852500000000012,127.27145694317129,853.58,-450.16,1303.74,0.8846025104602504
S4,2,32.19408333333333,0.022894534767543457,32.23,32.16,0.07000000000000028,-0.00029288702928870414,2.169478941666667,0.056733584215068446,2.365827,2.071617,0.2942100000000001,-0.0009794518828451883,1.3277916666666678,162.81650397929545,1091.29,-839.13,1930.42,-0.0018410041841052847
S5,1,34.13316666666667,0.19922342287548023,34.5,33.81,0.6899999999999977,-0.002845188284518827,1.2452184541666669,0.12249642568747152,1.395762,0.696081,0.699681,0.0004383891213389124,-4.165791666666666,219.28090672363595,614.98,-945.33,1560.31,1.489414225941419
S5,1,33.85841666666666,0.11564670216751638,34.13,33.68,0.45000000000000284,-0.0012552301255230303,1.1296800666666664,0.12542047243494137,1.361132,0.696081,0.6650510000000001,-0.00132710460251046,3.225375,193.11551593504697,614.98,-945.33,1560.31,-1.006527196652721
S5,1,33.784666666666666,0.04520201568760228,33.89,33.68,0.21000000000000085,-0.0001673640167363981,1.075191775,0.08402349558669711,1.224285,0.703754,0.5205310000000001,-0.0005779330543933053,4.187416666666666,150.0538676997688,559.17,-624.14,1183.31,0.18723849372384943
S5,1,33.83691666666667,0.07481416792441206,34.05,33.75,0.29999999999999716,0.0009205020920502045,1.0556239625,0.04444154446389205,1.156501,0.861065,0.29543600000000003,-0.0001230794979079498,3.044416666666666,131.21491383601582,548.99,-624.14,1173.13,-0.09970711297071123
S5,1,34.033,0.1892687683339922,34.39,33.75,0.6400000000000006,0.002510460251046001,1.0030646958333334,0.04216111262134792,1.082322,0.859786,0.22253599999999996,-0.00037458577405857736,-0.29008333333333336,109.78069198782812,392.65,-483.53,876.18,-0.0673221757322162
S5,1,34.36991666666667,0.1899034659738709,34.63,34.05,0.5800000000000054,0.0020920502092050207,0.9678138291666667,0.02587504341928691,1.000469,0.859786,0.140683,-0.00021940167364016764,-0.8872916666666669,86.70342346998144,324.97,-440.11,765.08,-0.05426778242677669
S5,1,34.46058333333334,0.11495503347927931,34.63,34.23,0.4000000000000057,-0.0005857740585774083,0.9379504375000001,0.030973050582930324,0.994075,0.885364,0.108711,-0.00041739748953974903,0.7048333333333326,30.007619712425637,97.79,-89.64,187.43,-0.18686192468619314
S5,1,34.25341666666667,0.1480990424982181,34.55,34.05,0.5,-0.001924686192468593,0.8928036541666667,0.024922463677732574,0.941638,0.777933,0.163705,-0.00028896652719665264,0.5599583333333332,83.78086741861134,514.56,-764.5,1279.06,-0.03192468619246967
S5,1,34.141083333333334,0.04416438673360594,34.23,34.05,0.17999999999999972,-8.368200836818419e-05,0.85950845,0.022867244801735517,0.891759,0.777933,0.11382599999999998,-0.00031037238493723845,-0.9086249999999997,131.5041101266143,514.56,-764.5,1279.06,0.03874476987447814
S5,1,34.24283333333333,0.10093053166521133,34.41,34.09,0.3199999999999932,0.0013389121338911849,0.8245240374999999,0.02485433841980296,0.872575,0.78177,0.09080500000000002,-0.00037993723849372396,-1.1036666666666661,154.33122532631634,787.62,-768.62,1556.24,0.027071129707113173
S5,1,34.405499999999996,0.09917871075319916,34.65,34.21,0.4399999999999977,0.001841004184100409,0.7900458291666667,0.016647996332641638,0.831649,0.760028,0.07162099999999993,-0.0002247531380753142,0.727458333333334,143.51027656799795,787.62,-768.62,1556.24,-0.09983263598326235
S5,1,34.64091666666666,0.17847266753078908,34.95,34.37,0.5800000000000054,0.0022594142259414487,0.7745279208333334,0.008375873236936714,0.793281,0.753633,0.03964800000000002,-3.210878661087895e-05,0.5796249999999996,117.05550982095079,598.55,-699.5,1298.05,-0.28799163179916193
S5,1,34.9205,0.1413792181805143,35.15,34.65,0.5,0.0020083682008368367,0.7742720583333332,0.00767565004553994,0.793281,0.753633,0.03964800000000002,3.7456066945606524e-05,0.19312499999999985,87.96408919165654,598.55,-591.4,1189.9499999999998,-0.07602510460251183
S5,1,35.14866666666667,0.1349007865885969,35.43,34.91,0.5200000000000031,0.002008368200836807,0.7718581458333332,0.005054632749557509,0.786886,0.760028,0.026857999999999937,-2.6753138075313854e-05,-0.3175416666666662,40.313396504221735,114.21,-223.32,337.53,0.32899581589958177
S5,1,35.40691666666667,0.16837604656112984,35.63,35.13,0.5,0.0020920502092050207,0.7704513916666668,0.0045008258377321345,0.779212,0.760028,0.01918399999999998,-2.1401673640167283e-05,0.20412500000000017,55.15784222031389,300.25,-540.29,840.54,0.002259414225940676
S5,1,35.60729166666667,0.06842086619267135,35.71,35.43,0.28000000000000114,0.0009623430962342965,0.7737924333333335,0.0037499435778718363,0.779212,0.760028,0.01918399999999998,3.2104602510460424e-05,0.1701666666666668,55.20935484564389,300.25,-540.29,840.54,-0.03292887029288737
S5,1,35.64416666666667,0.025514157290065065,35.71,35.59,0.11999999999999744,0.0,0.7729345000000001,0.0030127698938573755,0.779212,0.762586,0.01662600000000003,-2.6753138075313854e-05,-0.5273749999999999,22.45264557966481,88.05,-70.37,158.42000000000002,0.2485355648535571
S5,1,35.629208333333345,0.017952435226328826,35.66,35.59,0.06999999999999318,-0.00012552301255227627,0.769780075,0.002423927895869628,0.776654,0.760028,0.01662599999999992,-1.6050209205020712e-05,-0.019208333333333508,23.34466619572725,88.05,-107.19,195.24,0.0140167364016736
S5,1,35.61291666666667,0.032860711935211,35.66,35.53,0.12999999999999545,-0.0004184100418410101,0.7558289625,0.02072184165486811,0.774096,0.705033,0.06906299999999999,-2.1405857740585812e-05,0.741833333333333,44.560626790612154,236.54,-456.63,693.17,-0.30000000000000027
S5,1,35.55416666666667,0.05314419587834164,35.66,35.47,0.18999999999999773,-0.0006694560669456221,0.7567827375,0.021591052168130367,0.78177,0.705033,0.07673699999999994,3.2104602510460424e-05,0.7132916666666662,49.84440860900646,236.54,-456.63,693.17,-0.035774058577405045
S5,1,35.494166666666665,0.02625462922144447,35.55,35.45,0.09999999999999432,-0.0001673640167363981,0.77711795,0.007760798087020437,0.790723,0.758749,0.03197399999999995,9.097071129707082e-05,-0.05366666666666588,33.737601449355516,92.35,-96.57,188.92,-0.28205020920502194
S5,1,35.490458333333336,0.020539553643857063,35.53,35.45,0.0799999999999983,0.000125523012552306,0.7758176291666667,0.014011776664350939,0.790723,0.710149,0.08057399999999992,-0.00011237656903765664,-0.8312083333333325,74.7868414269734,442.94,-538.23,981.1700000000001,0.11974895397489625
S5,1,35.53566666666667,0.040676228384101364,35.61,35.49,0.11999999999999744,0.0003347280334727962,0.7668863125000001,0.013220693194061744,0.790723,0.710149,0.08057399999999992,-3.210878661087849e-05,-2.1695833333333336,122.99897329107964,447.37,-652.69,1100.06,1.7454393305439309
S5,1,35.556000000000004,0.0329241552663092,35.61,35.5,0.10999999999999943,0.0,0.7581522416666666,0.012800485137287985,0.785607,0.734449,0.05115800000000004,-7.491631799163159e-05,-0.7195416666666664,104.92222684067754,447.37,-652.69,1100.06,-0.07765690376569301
S5,1,35.5195,0.0345651558654088,35.59,35.45,0.14000000000000057,-0.0003347280334727962,0.7456239583333333,0.010551095502281449,0.775375,0.726775,0.04860000000000009,-0.0001337782426778244,-0.22516666666666724,93.41313958684947,376.6,-575.58,952.1800000000001,-1.6408786610878652
S5,1,35.545208333333335,0.064961193009536,35.66,35.45,0.20999999999999375,0.0005439330543933162,0.7431513916666667,0.006633213273363864,0.763865,0.726775,0.03709000000000007,6.956485355648547e-05,-2.9200833333333334,129.9831573384018,378.21,-693.9,1072.11,-0.31242677824267884
S5,1,35.560500000000005,0.06666895829394685,35.66,35.41,0.25,-0.0003347280334728259,0.7598735041666667,0.01832378767385852,0.795838,0.685849,0.109989,0.00011772384937238468,-2.1706249999999994,132.44698022552035,668.94,-693.9,1362.8400000000001,0.07832635983263182
S5,1,35.42,0.11917773841340241,35.63,35.21,0.4200000000000017,-0.0016736401673640405,0.7694495208333334,0.012455164906893015,0.795838,0.685849,0.109989,1.6054393305439245e-05,-0.1627083333333329,93.57981101577553,668.94,-637.71,1306.65,0.13849372384936834
S5,1,35.246583333333334,0.08049840405595421,35.41,35.15,0.259999999999998,-0.0010878661087866026,0.7518108,0.01595960632743385,0.775375,0.719102,0.05627300000000002,-0.00019799581589958137,0.1895416666666648,88.68670213288233,557.66,-577.16,1134.82,0.25133891213389026
S5,1,35.160916666666665,0.02730982220536853,35.23,35.13,0.09999999999999432,-0.0004184100418409804,0.7305856958333334,0.012823120715917112,0.758749,0.703754,0.054995000000000016,-0.0001926443514644348,0.25979166666666437,125.778742965733,744.43,-707.35,1451.78,0.8646025104602502
S5,1,35.13675,0.014063101838972046,35.16,35.11,0.04999999999999716,-8.368200836818419e-05,0.6964128374999999,0.04932696822930056,0.738286,0.505518,0.23276799999999997,-0.0006691924686192468,0.6615833333333327,105.78159109296722,744.43,-707.35,1451.78,0.06184100418410056
S5,1,35.121,0.016502525059315206,35.15,35.09,0.05999999999999517,0.0,0.6822140041666667,0.08424650790762278,0.781701,0.493939,0.28776199999999996,0.0002779748953974898,-3.8555000000000033,135.11253465074955,881.24,-1136.01,2017.25,0.19259414225941476
S5,1,35.125458333333334,0.019488199777186212,35.16,35.09,0.06999999999999318,0.00012552301255227627,0.7391815541666666,0.0853190896515178,0.791933,0.493939,0.297994,0.0009685732217573224,-4.430875000000003,124.66471724048886,881.24,-1136.01,2017.25,0.09020920502092158
S5,1,35.1685,0.038093087736928495,35.27,35.11,0.1600000000000037,0.0005020920502091943,0.7874405000000001,0.004327781395626786,0.797048,0.770191,0.02685700000000002,3.746025104602506e-05,0.4075833333333337,49.58214936674679,265.2,-489.52,754.72,-0.017573221757321147
S5,1,35.26529166666667,0.0787448300772114,35.41,35.15,0.259999999999998,0.0009623430962343262,0.7895082124999999,0.002886457296700762,0.797048,0.776585,0.02046300000000001,-2.6757322175732383e-05,0.5780416666666671,56.53627779943538,265.2,-489.52,754.72,0.011757322175733446
S5,1,35.40441666666666,0.0846886044413429,35.55,35.23,0.3200000000000003,0.0012552301255230006,0.7850317916666666,0.0076208958292270715,0.794491,0.739496,0.054994999999999905,-3.746025104602506e-05,-3.741708333333334,102.50282045712173,516.37,-796.33,1312.7,0.8683682008368213
S5,1,35.477916666666665,0.03886720625697514,35.55,35.39,0.1599999999999966,8.368200836818419e-05,0.7805872833333333,0.006872006877765441,0.793212,0.739496,0.053715999999999986,-3.746025104602506e-05,-4.676541666666667,119.90482110875803,686.28,-796.33,1482.6100000000001,0.2681589958159002
S5,1,35.42691666666666,0.06120043345888664,35.55,35.33,0.21999999999999886,-0.0007531380753138064,0.7781571583333334,0.00402958519886731,0.789375,0.767633,0.02174200000000004,1.6054393305439245e-05,-0.848249999999999,79.4406638437614,686.28,-573.16,1259.44,-2.7504184100418407
S5,1,35.35487499999999,0.026267553654651072,35.41,35.33,0.0799999999999983,-0.0002928870292886744,0.7802994291666666,0.005918100333861301,0.800885,0.767633,0.03325199999999995,-5.35146443514657e-06,-0.1607083333333326,68.21907779901649,510.4,-488.07,998.47,0.009497907949790987
S5,1,35.384,0.055803225713214936,35.49,35.33,0.1600000000000037,0.0003347280334728259,0.8103042874999999,0.05876925575499923,1.203822,0.77147,0.43235199999999996,0.0004123347280334727,-4.683833333333333,155.17596534087428,1077.72,-1123.51,2201.23,0.07125523012552124
S5,3,34.45554166666667,0.021028708881484212,34.5,34.43,0.07000000000000028,-0.00029288702928870414,1.5594075458333336,0.07258774060070038,1.723371,1.44692,0.276451,-0.0009747531380753138,0.8759583333333327,129.6258166412653,568.63,-818.44,1387.0700000000002,0.2375732217573223
S5,3,34.438916666666664,0.015561482005974181,34.49,34.41,0.0800000000000054,-8.368200836818419e-05,1.4881082291666667,0.0553441711704432,1.634924,1.397041,0.23788300000000007,-0.000188125523012553,-2.5111250000000007,142.1750928666869,493.82,-463.3,957.12,1.3976569037656883
S5,3,34.44541666666667,0.017999807097732367,34.49,34.41,0.0800000000000054,8.368200836821392e-05,1.4686884541666667,0.05328300806947026,1.634924,1.397041,0.23788300000000007,4.8158995815899205e-05,-1.930250000000001,141.1991740058613,485.58,-463.3,948.88,-0.10648535564853522
S5,3,34.45475,0.014344714473746594,34.49,34.43,0.060000000000002274,8.368200836818419e-05,1.4287161291666668,0.04044758072776602,1.513425,1.359951,0.1534740000000001,-0.0006314476987447701,-0.1749166666666677,127.26132996709194,590.47,-381.29,971.76,-0.7258577405857755
S5,3,34.47933333333334,0.04176787707743274,34.59,34.43,0.1600000000000037,0.0005020920502091943,1.3653231208333334,0.039103982803518865,1.459709,1.302399,0.15730999999999984,-0.0005939874476987441,-0.9237500000000006,101.25660942676367,590.47,-276.28,866.75,-0.09372384937238609
S5,3,34.5875,0.09248648549923327,34.77,34.45,0.3200000000000003,0.0011715481171548166,1.3053566166666666,0.03402224600198702,1.367625,1.24101,0.12661500000000014,-0.0004869581589958155,0.32462499999999894,84.25009927210397,248.18,-275.24,523.4200000000001,0.3661924686192449
S5,3,34.76208333333333,0.1102904939491868,34.95,34.57,0.38000000000000256,0.0015899581589958265,1.2471700166666664,0.03472904377690315,1.317746,1.191131,0.12661500000000014,-0.000519071129707113,0.5637083333333326,67.70599892179617,195.48,-187.78,383.26,-0.23100418410041773
S5,3,34.92583333333334,0.0797974867329097,35.03,34.75,0.28000000000000114,0.0010041841004184184,1.2140826791666666,0.022357150347287837,1.272983,1.171947,0.1010359999999999,-0.00029431380753138067,-1.4241249999999999,78.99253137207155,298.86,-626.64,925.5,0.2953556485355637
S5,3,34.97816666666666,0.026987136853611513,35.03,34.93,0.10000000000000142,0.0,1.1867666041666667,0.0318753398730505,1.272983,1.142531,0.130452,-0.0001123765690376571,-2.0752916666666663,92.8464722444976,349.41,-626.64,976.05,1.3531799163179894
S5,3,34.936833333333325,0.03376347467637624,34.99,34.87,0.12000000000000455,-0.000502092050209224,1.149671945833333,0.017358723915548414,1.183457,1.114394,0.06906299999999987,-0.00021405020920502106,-0.8874166666666664,77.534400682276,349.41,-467.78,817.19,0.9971548117154808
S5,3,34.884166666666665,0.03426814199158604,34.95,34.83,0.12000000000000455,-0.0003347280334728259,1.1216683250000001,0.01896403535035133,1.166831,1.086258,0.080573,-0.00025150627615062713,1.2429166666666667,59.76670542472949,317.28,-255.39,572.67,0.008912133891213191
S5,3,34.880250000000004,0.028952907165485934,34.93,34.83,0.10000000000000142,8.368200836821392e-05,1.0982476333333333,0.01530602808750709,1.1323,1.065794,0.06650600000000018,-0.0002354560669456064,3.9074166666666668,61.437827883097036,317.28,-255.39,572.67,0.6670292887029282
S5,2,34.19979166666667,0.02730152493705972,34.25,34.16,0.09000000000000341,0.00029288702928870414,2.4840032125000002,0.10717438365945481,2.710195,2.261286,0.448909,0.0012575397489539737,-0.49308333333333537,206.01189449194365,1223.83,-736.79,1960.62,-5.3452301255230115
S5,2,34.20029166666666,0.03291906636822389,34.25,34.11,0.14000000000000057,-0.0002092050209204902,2.6473776333333334,0.1140508337977656,2.876458,2.456964,0.4194939999999998,0.0014073723849372397,3.0725000000000025,194.48845548750873,419.26,-736.79,1156.05,0.7267782426778209
S5,2,34.13941666666666,0.04939291165969184,34.23,34.05,0.17999999999999972,-0.0005857740585773785,2.758848254166667,0.07182304417517796,2.936568,2.591253,0.3453149999999998,0.0006367949790794986,3.856500000000002,173.82688668926718,548.69,-462.28,1010.97,0.45050209205020486
S5,2,34.06541666666667,0.04172121429467593,34.15,33.99,0.1599999999999966,-0.0005857740585774083,2.904357516666667,0.15180067510497022,3.24382,2.648806,0.5950139999999999,0.0008521213389121347,-2.053666666666668,174.20342221061242,548.69,-488.73,1037.42,-0.7959832635983285
S5,2,33.97008333333334,0.0706044832539375,34.09,33.84,0.25,-0.0009205020920502342,3.1082084458333337,0.11998685846370317,3.369156,2.746006,0.6231499999999999,0.0024360878661087875,-1.0216250000000022,182.737456373735,435.95,-541.97,977.9200000000001,1.1656066945606691
S5,2,33.87383333333334,0.04763023082968224,33.99,33.81,0.17999999999999972,-0.000502092050209224,3.2934696791666664,0.17174363242505158,3.637361,2.998262,0.6390989999999999,0.002540271966527196,1.8222916666666606,184.96334962905019,579.96,-782.11,1362.0700000000002,0.325690376569039
S5,2,33.85741666666667,0.026956626684772094,33.91,33.81,0.09999999999999432,8.368200836821392e-05,3.5592820499999998,0.21459033362465135,3.940471,3.190104,0.7503670000000002,0.001619857740585774,0.9582499999999967,161.60257293569774,579.96,-804.36,1384.3200000000002,-3.071966527196652
S5,2,33.861875000000005,0.025054627816032973,33.91,33.81,0.09999999999999432,-0.00012552301255227627,3.7321627458333335,0.08634183937735267,3.940471,3.551672,0.3887990000000001,0.00016588702928870287,-1.7266249999999987,108.89373947734265,351.1,-804.36,1155.46,0.27025104602510636
S5,2,33.81224999999999,0.04421467516560524,33.91,33.71,0.19999999999999574,-0.0005857740585774083,3.6760437416666663,0.09417150613716231,3.888034,3.473656,0.41437800000000014,-0.0010220836820083682,1.0537083333333344,89.1292663401399,423.26,-433.19,856.45,-0.4721338912133902
S5,2,33.732375,0.06268127877072525,33.84,33.61,0.23000000000000398,-0.0007949790794979281,3.5544321624999995,0.08792131055245421,3.781882,3.396919,0.38496299999999994,-0.0005404728033472793,0.9387500000000008,93.74522556342536,423.26,-433.19,856.45,-0.10175732217573528
S5,2,33.668749999999996,0.045553311259080076,33.77,33.61,0.1600000000000037,-0.0004184100418410101,3.4728142333333327,0.0722631456100703,3.706424,3.288209,0.418215,9.09707112970699e-05,2.5377083333333332,64.23514159060389,351.56,-323.95,675.51,-0.07401673640167544
S5,2,33.654041666666664,0.014050442361560599,33.68,33.61,0.07000000000000028,4.184100418409209e-05,3.460435145833333,0.08283145255964809,3.636082,3.174383,0.46169899999999986,0.0003264225941422601,-1.798874999999999,136.51115793523147,431.34,-533.31,964.6499999999999,-0.5295397489539773
S5,2,33.68125,0.0344495403936451,33.77,33.61,0.1600000000000037,0.0004184100418410101,3.550755220833333,0.1064911336922253,3.776766,3.174383,0.6023829999999997,0.0004655564853556482,-3.5284166666666663,196.12135346087734,518.1,-646.78,1164.88,0.42292887029288506
S5,2,33.736374999999995,0.04517310455348505,33.81,33.65,0.1600000000000037,0.00037656903765691805,3.7099172499999997,0.16586417785574586,4.054443,3.444241,0.6102020000000001,0.000995941422594141,-3.7610000000000023,222.3918424665497,712.15,-1383.3,2095.45,-1.089665271966528
S5,2,33.77725,0.027308805051363436,33.83,33.71,0.11999999999999744,0.000251046025104612,3.8919310625,0.18049468180838069,4.246285,3.444241,0.8020440000000004,0.0019431087866108782,0.010333333333332936,190.02392521922658,712.15,-1383.3,2095.45,0.10535564853555829
S5,2,33.775416666666665,0.02521229307743061,33.83,33.73,0.10000000000000142,8.368200836821392e-05,4.08671615,0.18418618900108705,4.738588,3.842139,0.896449,0.0012732133891213396,3.0285833333333345,178.8819106831647,664.26,-651.55,1315.81,-0.5767364016736394
S5,2,33.74679166666667,0.028374694075689093,33.81,33.68,0.13000000000000256,-0.0005439330543933162,4.135489454166667,0.1530800203275166,4.738588,3.990406,0.7481819999999999,0.00026718410041841215,-5.624458333333333,287.31751013128303,1409.94,-1597.73,3007.67,-1.2393305439330489
S5,2,33.700666666666656,0.03504124553849258,33.77,33.65,0.12000000000000455,-0.000502092050209224,4.150579375,0.13331999275834203,4.68871,3.899601,0.7891090000000003,8.561924686192612e-05,1.4691250000000033,293.3999128842481,1409.94,-1597.73,3007.67,-0.08891213389120768
S5,2,33.65895833333333,0.023508826652037636,33.71,33.61,0.10000000000000142,-0.0002092050209204902,4.258778008333333,0.12453255885262803,4.68871,3.899601,0.7891090000000003,0.00107559832635983,4.365166666666669,266.1381278443061,766.56,-816.06,1582.62,-2.222426778242678
S5,2,33.64066666666667,0.013828312341793061,33.68,33.61,0.07000000000000028,-0.0001673640167363981,4.299979875,0.07258686767126714,4.517331,4.094001,0.4233300000000009,0.00012307531380753218,-1.7446666666666668,273.98924501226116,1066.21,-816.06,1882.27,-0.5377824267782396
S5,2,33.625083333333336,0.016507363676721648,33.66,33.59,0.06999999999999318,-8.368200836821392e-05,4.28840545,0.06999550381195328,4.517331,4.094001,0.4233300000000009,-0.0004655564853556482,-5.37183333333333,244.72680112383594,1066.21,-773.58,1839.79,0.9073221757322212
S6,1,31.3995,0.07937096446434336,31.53,31.27,0.26000000000000156,0.0009205020920502194,2.6009185041666663,0.19197060911966443,3.027678,2.322675,0.705003,-0.0005685062761506282,0.8843333333333329,50.37109690807043,173.31,-203.08,376.39,-0.3612133891213384
S6,1,31.526833333333332,0.06572649558756523,31.63,31.41,0.21999999999999886,0.0009205020920502045,2.37332715,0.11475237027901647,2.656479,2.12316,0.5333190000000001,-0.0017671799163179924,0.3862083333333326,45.930938259230714,173.31,-203.08,376.39,0.34949790794978997
S6,1,31.629,0.054823960698463625,31.75,31.51,0.23999999999999844,0.0010041841004184036,2.1497176916666665,0.1800711316546092,2.479985,1.818012,0.6619730000000001,-0.002769761506276151,-0.6745416666666674,26.379930277705384,126.2,-97.62,223.82,0.002719665271966514
S6,1,31.740333333333336,0.07924574997366675,31.91,31.61,0.3000000000000007,0.0011715481171548166,1.8845116249999998,0.13969981063916198,2.128276,1.65175,0.476526,-0.001849347280334728,0.5465416666666665,38.76866968687384,198.87,-272.12,470.99,0.023430962343096315
S6,1,31.88666666666667,0.09285592184789399,32.05,31.71,0.3399999999999963,0.0011715481171548166,1.6457189916666664,0.14360483574190064,1.890912,1.402157,0.48875499999999983,-0.0017292761506276153,0.5136666666666668,38.37114578763,198.87,-272.12,470.99,0.2382426778242679
S6,1,32.02183333333333,0.06447200081344596,32.11,31.89,0.21999999999999886,0.0007531380753138212,1.4213727166666665,0.11958154540191972,1.673492,1.221826,0.4516659999999999,-0.0018898158995815895,-1.1335,25.535298612900537,115.57,-89.71,205.27999999999997,0.005230125523012404
S6,1,32.12316666666667,0.05593125741082054,32.23,32.03,0.19999999999999574,0.0008368200836819905,1.2132193958333333,0.12323767649602596,1.402157,1.0108,0.3913570000000002,-0.0016374769874476995,-0.2616249999999996,26.97008003218953,115.57,-89.71,205.27999999999997,0.13493723849372408
S6,1,32.223333333333336,0.06391835069489543,32.34,32.09,0.25,0.0010041841004183886,1.0364506958333333,0.08227493743704692,1.219268,0.918617,0.300651,-0.001252602510460251,0.8273750000000003,20.177920776417352,60.97,-47.16,108.13,-0.2595397489539746
S6,1,32.35025,0.08410769386130279,32.53,32.23,0.30000000000000426,0.0011297071129707243,0.9241739166666666,0.052378113627908125,1.015817,0.835486,0.18033100000000002,-0.0007228284518828448,0.025291666666666757,18.825925760723266,42.52,-54.77,97.29,0.18435146443514633
S6,1,32.50675,0.10040885170143105,32.68,32.33,0.3500000000000014,0.0014644351464435205,0.8393491625,0.046454658255060136,0.922454,0.758749,0.163705,-0.0006796066945606693,0.05804166666666661,17.942631725816142,42.52,-54.77,97.29,-0.10334728033472794
S6,1,32.69025,0.11433476068108119,32.89,32.49,0.3999999999999986,0.0016317991631799188,0.7595164333333334,0.045590318685592546,0.836765,0.679455,0.15730999999999995,-0.0006582008368200834,0.21024999999999985,18.180352328017005,63.23,-45.82,109.05,0.009916317991631401
S6,1,32.876583333333336,0.09956987356737051,33.05,32.68,0.36999999999999744,0.0015481171548117048,0.6916471916666667,0.03417971981935971,0.761307,0.633413,0.12789399999999995,-0.0005244225941422591,0.14158333333333342,21.674222631036212,63.23,-65.59,128.82,-0.1530125523012549
S6,1,33.047,0.09750726468662067,33.23,32.87,0.35999999999999943,0.0013389121338912146,0.6330982125,0.035036913765232575,0.685849,0.570744,0.11510500000000001,-0.0004495062761506275,-0.03654166666666656,22.840935786943227,58.68,-83.52,142.2,-0.0318410041841003
S6,1,33.20133333333333,0.08234008069518142,33.33,33.05,0.28000000000000114,0.0010878661087866323,0.5751140458333333,0.03240683173360826,0.637249,0.524702,0.11254699999999995,-0.00041739748953974903,-0.3011666666666667,21.017345542167995,42.74,-83.52,126.25999999999999,0.2257740585774059
S6,1,33.33841666666667,0.07949838398078002,33.5,33.21,0.28999999999999915,0.0012133891213389086,0.5437706083333332,0.02180993349286659,0.580907,0.504239,0.07666799999999996,-5.379916317991647e-05,-0.2035833333333336,25.466176417483425,83.75,-95.95,179.7,-0.04430962343096261
S6,1,33.48066666666667,0.08764258224300647,33.61,33.31,0.29999999999999716,0.0012552301255230006,0.539281125,0.020821281538993746,0.580907,0.504239,0.07666799999999996,-2.7041841004184087e-05,0.08174999999999993,38.559823741006646,158.1,-165.05,323.15,-0.02564853556485217
S6,1,33.602999999999994,0.05640035460881378,33.71,33.49,0.21999999999999886,0.0006694560669455924,0.5371722875000001,0.012812848803246056,0.594975,0.511844,0.08313100000000007,-0.00013913389121338903,1.0847916666666668,49.672133451496364,200.7,-233.3,434.0,-0.049539748953974436
